target_date,lead_months,point_id,series_id,input_kind,scenario,model_family,model,feature_set,y_hat,dy_hat
2026-01-01,25,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,631.8230449660439,-0.0883720168023114
2026-02-01,26,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,631.7674264683538,-0.0556184976900238
2026-03-01,27,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,631.7442904902741,-0.0231359780797325
2026-04-01,28,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,631.7503097803458,0.0060192900716244
2026-05-01,29,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,631.780394448833,0.0300846684872139
2026-06-01,30,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,631.8332062300333,0.0528117812003028
2026-07-01,31,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,631.9059837244226,0.0727774943894085
2026-08-01,32,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,631.9964740145978,0.0904902901751002
2026-09-01,33,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.1043740075263,0.1078999929285551
2026-10-01,34,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.2300727424117,0.1256987348854152
2026-11-01,35,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.374122390676,0.1440496482643152
2026-12-01,36,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.5376544539905,0.1635320633145394
2027-01-01,37,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.4621611250149,-0.0754933289756405
2027-02-01,38,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.4081535530581,-0.0540075719566926
2027-03-01,39,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.3765035244322,-0.0316500286259006
2027-04-01,40,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.3677505983183,-0.0087529261139878
2027-05-01,41,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.3819888872405,0.0142382889222267
2027-06-01,42,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.4191991594626,0.0372102722220884
2027-07-01,43,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.4791451807164,0.0599460212538562
2027-08-01,44,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.5614311096047,0.0822859288882357
2027-09-01,45,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.6656684156436,0.1042373060389643
2027-10-01,46,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.7915300730514,0.1258616574077932
2027-11-01,47,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.9387586074919,0.1472285344404807
2027-12-01,48,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.1072064424083,0.1684478349163765
2028-01-01,49,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.0372593861362,-0.0699470562721462
2028-02-01,50,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.9884870660193,-0.0487723201168255
2028-03-01,51,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.9609846195581,-0.0275024464611951
2028-04-01,52,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.9548823604141,-0.0061022591439858
2028-05-01,53,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,632.9703077469301,0.0154253865159587
2028-06-01,54,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.0073766383928,0.0370688914627326
2028-07-01,55,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.066177039611,0.0588004012182554
2028-08-01,56,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.1467586726635,0.0805816330525134
2028-09-01,57,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.2491365821695,0.1023779095059893
2028-10-01,58,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.3732987441373,0.1241621619677856
2028-11-01,59,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.5192137100178,0.1459149658804553
2028-12-01,60,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.6868408392036,0.1676271291857549
2029-01-01,61,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.6165768677755,-0.070263971428017
2029-02-01,62,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.567926979616,-0.0486498881594959
2029-03-01,63,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.540865503799,-0.027061475817021
2029-04-01,64,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.5353791113587,-0.0054863924403314
2029-05-01,65,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.5514656135499,0.0160865021912405
2029-06-01,66,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.5891321631865,0.0376665496365316
2029-07-01,67,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.6483923118144,0.0592601486278947
2029-08-01,68,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.7292624743138,0.080870162499479
2029-09-01,69,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.8317589583205,0.1024964840067106
2029-10-01,70,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,633.955895830633,0.1241368723125375
2029-11-01,71,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,634.1016835572186,0.1457877265856322
2029-12-01,72,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,634.2691285604909,0.167445003272304
2030-01-01,73,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,634.1986717834052,-0.0704567770857711
2030-02-01,74,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,634.1498540218931,-0.0488177615120873
2030-03-01,75,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,634.1226728413452,-0.0271811805479663
2030-04-01,76,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,634.1171249448515,-0.0055478964936768
2030-05-01,77,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,634.1332071229576,0.0160821781060724
2030-06-01,78,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,634.170916985993,0.0377098630353761
2030-07-01,79,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,634.2302534056203,0.0593364196272065
2030-08-01,80,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,634.3112166417005,0.0809632360802646
2030-09-01,81,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,634.4138082240528,0.1025915823522076
2030-10-01,82,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,634.5380306747193,0.1242224506664768
2030-11-01,83,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,634.6838871445669,0.1458564698476555
2030-12-01,84,08.29.059,Aquifer__08.29.059,Aquifer,Base,ENDO,BayesianRidge,ENDO_LAGS_MONTH,634.8513810435848,0.1674938990177938
2024-01-01,1,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,632.2657602524757,0.7007675766944885
2024-02-01,2,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,632.8689650392532,0.6032047867774963
2024-03-01,3,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.185399273634,0.316434234380722
2024-04-01,4,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,632.0299387967586,-1.1554604768753052
2024-05-01,5,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,632.076535025835,0.0465962290763855
2024-06-01,6,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,632.4110748267174,0.3345398008823395
2024-07-01,7,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,631.7052003836632,-0.7058744430541992
2024-08-01,8,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,631.1997706985474,-0.5054296851158142
2024-09-01,9,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,632.2286415195465,1.0288708209991455
2024-10-01,10,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,631.7154782509804,-0.5131632685661316
2024-11-01,11,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,631.8234430199861,0.1079647690057754
2024-12-01,12,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,632.3580118662119,0.5345688462257385
2025-01-01,13,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,632.5816171562672,0.2236052900552749
2025-02-01,14,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,632.712024012804,0.1304068565368652
2025-03-01,15,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.0507734513283,0.3387494385242462
2025-04-01,16,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.0450394356064,-0.0057340157218277
2025-05-01,17,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.2215604686551,0.1765210330486297
2025-06-01,18,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.7292760515027,0.5077155828475952
2025-07-01,19,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.9464598202519,0.217183768749237
2025-08-01,20,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.9282742028497,-0.0181856174021959
2025-09-01,21,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.9376089067571,0.0093347039073705
2025-10-01,22,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.9767184869759,0.0391095802187919
2025-11-01,23,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.9167891980521,-0.0599292889237403
2025-12-01,24,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.8836402164213,-0.0331489816308021
2026-01-01,25,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.4880871043913,-0.3955531120300293
2026-02-01,26,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.0514125095121,-0.4366745948791504
2026-03-01,27,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,632.7449957595579,-0.3064167499542236
2026-04-01,28,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,632.7933187612705,0.0483230017125606
2026-05-01,29,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.2779152223281,0.4845964610576629
2026-06-01,30,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,633.0469592192583,-0.2309560030698776
2026-07-01,31,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,634.0279316285066,0.980972409248352
2026-08-01,32,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,634.5191055813245,0.4911739528179168
2026-09-01,33,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,634.8279914238863,0.3088858425617218
2026-10-01,34,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,635.4957998969965,0.667808473110199
2026-11-01,35,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,635.7171753921918,0.2213754951953888
2026-12-01,36,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,635.6751996816508,-0.0419757105410099
2027-01-01,37,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,635.4205695034377,-0.2546301782131195
2027-02-01,38,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,635.4624245033972,0.0418549999594688
2027-03-01,39,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,635.405156129729,-0.0572683736681938
2027-04-01,40,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,635.3706615918688,-0.0344945378601551
2027-05-01,41,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,635.42944354726,0.0587819553911685
2027-06-01,42,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,634.894302734863,-0.5351408123970032
2027-07-01,43,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,635.2996710629575,0.4053683280944824
2027-08-01,44,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,635.3220143334381,0.0223432704806327
2027-09-01,45,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,635.7678134755604,0.4457991421222687
2027-10-01,46,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,636.2236326353066,0.45581915974617
2027-11-01,47,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,636.1480106504075,-0.075621984899044
2027-12-01,48,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,636.2617794216983,0.1137687712907791
2028-01-01,49,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,636.2358803560398,-0.0258990656584501
2028-02-01,50,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,636.1029842456244,-0.1328961104154586
2028-03-01,51,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,636.1880047877692,0.0850205421447753
2028-04-01,52,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,635.6872600277327,-0.5007447600364685
2028-05-01,53,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,635.5960361917876,-0.0912238359451294
2028-06-01,54,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,635.7252802213095,0.1292440295219421
2028-07-01,55,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,636.0694206913374,0.3441404700279236
2028-08-01,56,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,636.2818532397412,0.2124325484037399
2028-09-01,57,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,636.7628134598397,0.4809602200984955
2028-10-01,58,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,637.2669708242081,0.5041573643684387
2028-11-01,59,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,637.449886869397,0.1829160451889038
2028-12-01,60,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,637.8559257497452,0.4060388803482055
2029-01-01,61,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,638.0925376077555,0.236611858010292
2029-02-01,62,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,638.1965549101494,0.1040173023939132
2029-03-01,63,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,638.4607402195595,0.2641853094100952
2029-04-01,64,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,638.2408725877665,-0.2198676317930221
2029-05-01,65,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,638.154798503723,-0.0860740840435028
2029-06-01,66,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,637.6787350436114,-0.476063460111618
2029-07-01,67,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,638.1199739833735,0.4412389397621155
2029-08-01,68,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,638.3424774666689,0.2225034832954406
2029-09-01,69,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,638.7409824093245,0.3985049426555633
2029-10-01,70,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.1099926757812,0.815390408039093
2029-11-01,71,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.1099926757812,0.8805818557739258
2029-12-01,72,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.1099926757812,0.2592635154724121
2030-01-01,73,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.1099926757812,0.0124344825744628
2030-02-01,74,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.0302625748515,-0.079730100929737
2030-03-01,75,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.1099926757812,0.3292532563209533
2030-04-01,76,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.1099926757812,0.6284250617027283
2030-05-01,77,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.1099926757812,0.2919114828109741
2030-06-01,78,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.1099926757812,0.6293051242828369
2030-07-01,79,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.1099926757812,0.5579323768615723
2030-08-01,80,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.1099926757812,0.3439691960811615
2030-09-01,81,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.1099926757812,0.2768465280532837
2030-10-01,82,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.1099926757812,0.6291898488998413
2030-11-01,83,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.1099926757812,1.2520707845687866
2030-12-01,84,08.29.059,Aquifer__08.29.059,Aquifer,Base,EXOG,XGB,EXOG_LAG1_ONLY,639.1099926757812,0.0915259718894958
2024-01-01,1,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,631.2479983663559,-0.316994309425354
2024-02-01,2,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,631.9786705470085,0.7306721806526184
2024-03-01,3,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,632.6894663667679,0.7107958197593689
2024-04-01,4,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,632.4997534996271,-0.1897128671407699
2024-05-01,5,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,632.5194725843519,0.0197190847247838
2024-06-01,6,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,632.5444713684171,0.0249987840652465
2024-07-01,7,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,631.6126573535055,-0.9318140149116516
2024-08-01,8,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,631.1435751768201,-0.4690821766853332
2024-09-01,9,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,631.1289305894077,-0.0146445874124765
2024-10-01,10,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,631.2486496625841,0.1197190731763839
2024-11-01,11,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,631.3526040671766,0.103954404592514
2024-12-01,12,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,631.584693378061,0.2320893108844757
2025-01-01,13,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,630.4877051769197,-1.0969882011413574
2025-02-01,14,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,630.9750567136705,0.4873515367507934
2025-03-01,15,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,631.3135379014909,0.3384811878204345
2025-04-01,16,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,632.0549354611337,0.7413975596427917
2025-05-01,17,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,633.2520173846185,1.1970819234848022
2025-06-01,18,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,633.351753501445,0.0997361168265342
2025-07-01,19,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,633.2973643487692,-0.054389152675867
2025-08-01,20,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,633.4620860761404,0.1647217273712158
2025-09-01,21,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,633.2061021274328,-0.2559839487075805
2025-10-01,22,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,633.3869180476665,0.1808159202337265
2025-11-01,23,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,633.1222590601444,-0.2646589875221252
2025-12-01,24,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,632.8066829538345,-0.3155761063098907
2026-01-01,25,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,631.59340716362,-1.2132757902145386
2026-02-01,26,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,631.4972622638941,-0.096144899725914
2026-03-01,27,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,631.9346373325586,0.4373750686645508
2026-04-01,28,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,632.796826506257,0.8621891736984253
2026-05-01,29,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,633.1920323616266,0.3952058553695678
2026-06-01,30,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,633.8108386641741,0.6188063025474548
2026-07-01,31,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,634.074260199666,0.2634215354919433
2026-08-01,32,08.29.059,Aquifer__08.29.059,Aquifer,Desfavorable,EXOG,XGB,EXOG_LAG1_ONLY,634.1372099539637,0.0629497542977333
